data,precip,maxima,minima,horas_insol,temp_media,um_relativa,vel_vento
04/05/1989,5.1,17.0,18.6,7.8,8.2,94.2,1.1
05/05/1989,0.0,18.0,8.6,4.4,20.5,100.0,2.2
06/05/1989,2.5,29.6,16.4,7.4,21.0,67.9,0.8
07/05/1989,0.0,38.9,14.2,6.2,16.5,84.2,5.6
08/05/1989,10.5,30.1,14.6,5.3,12.3,92.7,0.5
09/05/1989,28.9,35.8,15.7,4.4,28.5,69.6,1.4
10/05/1989,8.6,22.6,21.1,8.2,19.9,79.0,1.5
11/05/1989,0.0,21.5,11.7,8.5,20.1,72.7,0.4
12/05/1989,0.2,27.7,16.6,3.3,17.1,59.1,1.2
13/05/1989,5.0,30.6,17.1,7.3,18.9,68.1,1.5
14/05/1989,4.6,17.6,14.6,12.4,18.2,74.5,0.2
15/05/1989,0.0,23.9,12.6,3.1,26.3,92.1,4.8
16/05/1989,6.2,25.0,12.0,11.4,31.8,80.2,1.8
17/05/1989,0.0,21.3,13.6,2.6,15.7,79.9,2.9
18/05/1989,0.0,21.9,19.2,7.4,24.9,75.2,4.5
19/05/1989,10.1,29.9,13.9,0.0,27.5,79.1,1.8
20/05/1989,0.0,27.8,15.2,8.5,15.5,79.9,1.5
21/05/1989,9.0,29.7,10.1,5.2,16.8,57.0,1.8
22/05/1989,0.0,27.1,13.4,0.0,13.7,83.3,6.9
23/05/1989,21.0,20.1,16.8,4.2,16.7,76.0,3.4
24/05/1989,0.0,27.5,7.6,13.0,15.3,89.6,2.9
25/05/1989,1.6,19.7,20.7,8.3,18.5,66.2,4.5
26/05/1989,7.0,23.3,12.8,6.5,13.3,94.7,2.5
27/05/1989,0.0,19.2,24.2,8.1,22.5,67.0,2.4
28/05/1989,5.2,21.6,17.7,10.0,23.7,89.1,3.3
29/05/1989,9.4,25.6,6.8,12.0,17.5,71.1,3.0
30/05/1989,13.1,22.5,17.0,4.9,14.3,83.2,1.3
31/05/1989,11.5,20.1,14.1,8.4,20.6,90.9,1.4
01/06/1989,2.1,31.6,17.1,7.9,20.9,82.2,0.6
02/06/1989,2.3,24.4,23.5,6.4,16.1,73.5,1.7
03/06/1989,26.7,22.1,19.1,5.3,17.5,70.7,5.7
04/06/1989,13.0,18.9,14.6,12.3,17.3,73.0,3.1
05/06/1989,0.0,14.4,8.9,7.1,23.5,63.4,3.1
06/06/1989,4.7,23.9,19.9,1.2,20.6,78.6,3.2
07/06/1989,0.5,17.3,18.1,0.0,10.6,90.3,0.2
08/06/1989,2.4,29.2,21.3,9.8,31.3,88.5,3.1
09/06/1989,0.0,25.3,15.0,4.3,17.5,90.3,1.4
10/06/1989,0.0,34.0,17.1,5.4,23.3,84.7,1.4
11/06/1989,21.5,26.4,14.5,7.6,19.9,56.3,1.2
12/06/1989,9.4,21.0,16.1,15.7,17.1,72.4,3.9
13/06/1989,0.0,14.4,8.3,11.4,24.3,82.1,2.3
14/06/1989,15.6,29.7,17.2,5.1,28.4,71.4,1.9
15/06/1989,14.4,17.7,17.5,8.9,14.1,72.7,1.2
16/06/1989,0.2,22.8,13.2,3.6,15.8,78.8,0.0
17/06/1989,10.8,34.7,18.6,9.1,27.2,76.7,1.8
18/06/1989,0.0,28.6,19.9,2.8,29.7,83.8,0.0
19/06/1989,0.0,27.4,22.4,6.7,21.4,67.8,4.0
20/06/1989,18.4,30.5,10.7,6.9,26.2,48.3,6.3
21/06/1989,1.1,30.3,18.9,1.9,17.3,64.6,3.9
22/06/1989,0.0,34.2,22.1,3.7,11.4,90.6,2.0
23/06/1989,3.1,21.7,14.0,0.0,19.3,77.4,2.6
24/06/1989,3.0,23.0,22.4,4.5,26.6,72.9,2.7
25/06/1989,15.5,19.9,12.1,10.4,16.1,90.9,0.7
26/06/1989,3.9,24.9,16.0,13.9,27.5,60.5,3.5
27/06/1989,0.0,24.4,7.3,11.9,25.7,87.8,1.7
28/06/1989,14.0,15.1,6.6,4.5,20.4,81.4,1.5
29/06/1989,4.9,21.4,8.1,6.0,33.7,85.8,1.7
30/06/1989,0.0,33.3,22.5,5.7,18.8,81.5,2.9
01/07/1989,15.0,26.5,11.9,5.2,13.2,86.0,3.8
02/07/1989,5.7,29.2,11.9,9.9,18.0,82.0,5.6
03/07/1989,3.8,24.4,17.6,3.8,21.4,80.5,1.4
04/07/1989,5.5,14.4,12.1,11.7,16.3,81.3,1.9
05/07/1989,0.0,24.4,21.5,6.6,16.2,64.0,1.6
06/07/1989,0.0,31.1,24.7,1.4,21.9,67.7,0.0
07/07/1989,3.8,18.4,4.9,5.6,23.8,100.0,1.5
08/07/1989,1.9,29.4,18.2,7.9,21.0,68.4,3.6
09/07/1989,16.2,15.4,5.7,9.9,19.4,64.5,2.7
10/07/1989,5.9,25.2,9.1,9.0,16.8,71.8,5.6
11/07/1989,12.1,28.2,18.0,4.8,16.1,68.9,0.9
12/07/1989,3.9,23.3,11.1,4.0,18.3,65.1,1.6
13/07/1989,14.1,39.2,16.9,12.8,13.4,83.9,2.1
14/07/1989,7.6,22.3,15.8,6.1,16.7,73.6,2.6
15/07/1989,3.9,21.8,7.7,1.6,21.1,62.6,1.4
16/07/1989,3.6,26.3,18.8,3.7,13.9,68.8,1.7
17/07/1989,0.0,20.8,17.1,0.0,9.5,63.4,4.3
18/07/1989,8.7,16.9,15.8,0.0,17.3,71.7,3.8
19/07/1989,3.4,18.9,12.5,3.9,13.7,84.8,2.8
20/07/1989,0.0,29.5,17.5,2.9,17.0,75.9,3.5
21/07/1989,14.6,23.4,9.4,3.3,23.7,81.5,2.9
22/07/1989,0.0,34.8,10.8,9.1,23.7,79.6,1.3
23/07/1989,0.0,22.6,17.2,9.5,19.3,75.6,3.2
24/07/1989,13.8,29.2,20.6,1.4,22.4,78.9,4.1
25/07/1989,6.8,28.0,13.4,13.5,29.2,81.8,2.1
26/07/1989,3.3,22.5,17.9,6.4,18.3,64.5,2.2
27/07/1989,6.2,20.1,16.7,6.1,14.8,89.1,4.5
28/07/1989,5.5,15.2,17.7,2.9,22.9,91.3,4.2
29/07/1989,0.0,28.3,12.3,4.8,17.1,68.5,3.0
30/07/1989,0.3,32.0,14.9,14.0,14.3,83.2,2.2
31/07/1989,19.6,16.1,15.5,1.8,18.4,76.2,2.5
01/08/1989,0.0,23.0,22.9,7.1,21.5,72.6,2.9
02/08/1989,0.7,21.3,10.3,3.9,21.4,97.7,1.5
03/08/1989,0.0,28.3,8.9,0.0,12.8,71.3,3.9
04/08/1989,2.9,23.3,30.2,0.0,21.7,70.8,2.1
05/08/1989,0.0,32.7,17.2,8.4,12.4,76.7,3.1
06/08/1989,8.5,22.9,18.3,0.0,13.3,72.8,2.3
07/08/1989,5.7,18.1,18.8,1.2,26.2,61.6,4.9
08/08/1989,11.3,22.5,19.4,9.3,11.2,69.9,1.1
09/08/1989,0.0,23.1,20.0,8.8,7.8,86.1,3.6
10/08/1989,0.4,28.1,19.4,6.3,21.7,78.4,2.6
11/08/1989,1.6,23.0,21.1,1.4,16.6,78.5,3.5
12/08/1989,8.2,27.6,16.5,1.4,17.7,87.7,2.8
13/08/1989,0.0,20.6,20.8,0.8,26.9,80.4,3.5
14/08/1989,12.7,23.4,24.8,5.5,24.8,64.4,2.0
15/08/1989,15.4,20.6,16.6,8.5,24.2,82.2,3.8
16/08/1989,0.0,20.3,18.0,4.3,19.7,76.5,1.6
17/08/1989,0.0,32.4,12.9,9.5,22.1,74.8,2.1
18/08/1989,0.0,21.0,14.9,12.4,17.2,81.5,1.5
19/08/1989,29.5,23.1,17.4,7.6,16.6,62.2,2.5
20/08/1989,0.0,31.1,13.8,1.1,19.6,71.7,0.5
21/08/1989,20.2,29.4,16.1,6.4,22.6,72.8,5.3
22/08/1989,0.0,34.5,17.3,11.4,27.2,93.1,2.0
23/08/1989,0.0,27.9,23.0,3.5,24.8,70.8,2.3
24/08/1989,0.0,21.7,11.5,3.4,22.9,83.0,3.4
25/08/1989,0.0,36.9,17.7,10.5,19.0,70.9,3.1
26/08/1989,1.1,28.5,12.7,0.4,18.3,73.0,1.2
27/08/1989,0.0,24.2,19.4,6.8,20.7,81.5,3.9
28/08/1989,0.0,25.5,19.8,3.6,20.5,67.6,3.4
29/08/1989,15.1,26.2,23.8,4.3,14.3,61.8,0.0
30/08/1989,15.7,23.8,13.6,12.7,17.7,68.9,3.1
31/08/1989,13.0,17.3,16.4,4.1,19.7,80.3,0.0
01/09/1989,8.9,34.4,19.6,6.5,22.7,77.1,0.6
02/09/1989,4.7,25.0,18.8,10.1,19.3,92.2,2.0
03/09/1989,0.0,26.2,3.6,1.0,29.0,89.8,3.8
04/09/1989,0.0,37.0,12.3,9.3,16.6,80.5,3.6
05/09/1989,7.3,21.2,18.4,4.3,20.8,77.9,0.5
06/09/1989,0.0,28.9,14.6,1.0,19.0,80.3,1.3
07/09/1989,0.0,20.6,19.6,4.1,21.6,71.0,0.7
08/09/1989,15.0,27.0,20.7,6.3,19.6,80.0,2.9
09/09/1989,22.3,26.3,14.6,7.0,18.1,58.0,2.2
10/09/1989,7.6,29.6,18.6,3.1,22.3,77.5,4.2
11/09/1989,14.6,32.0,22.7,5.2,15.6,82.9,1.9
12/09/1989,1.4,21.8,20.6,0.5,13.2,82.9,1.6
13/09/1989,0.0,33.2,11.9,3.2,24.3,92.5,2.4
14/09/1989,9.7,33.6,14.8,0.7,19.7,67.1,3.1
15/09/1989,9.3,23.7,15.8,5.7,27.0,96.4,2.7
16/09/1989,4.5,25.1,11.1,2.7,19.6,100.0,3.0
17/09/1989,1.4,22.3,20.8,14.2,12.5,86.1,1.6
18/09/1989,13.2,23.4,12.5,7.5,21.7,95.6,2.3
19/09/1989,0.0,18.3,15.2,0.0,10.8,80.7,0.0
20/09/1989,0.0,29.6,20.8,3.1,11.7,64.1,3.0
21/09/1989,0.0,13.4,13.5,8.8,19.7,59.5,0.0
22/09/1989,4.6,21.1,14.0,7.0,20.6,52.3,2.8
23/09/1989,0.0,24.9,17.3,0.0,20.2,83.3,1.7
24/09/1989,0.0,32.6,13.7,2.9,15.9,84.6,2.6
25/09/1989,0.0,22.0,23.1,8.6,15.7,84.9,3.3
26/09/1989,1.2,27.6,11.2,7.5,32.8,81.8,2.8
27/09/1989,0.0,24.7,4.6,8.3,14.1,76.2,4.0
28/09/1989,4.6,30.5,19.7,4.9,15.7,60.5,2.8
29/09/1989,15.9,27.3,13.9,2.6,26.7,57.5,0.2
30/09/1989,5.1,29.9,11.8,1.0,15.6,72.2,6.5
01/10/1989,18.8,22.0,17.5,9.8,18.3,59.4,0.3
02/10/1989,16.8,19.3,17.7,13.7,19.8,48.2,3.6
03/10/1989,11.4,27.2,12.0,7.1,17.9,76.5,1.6
04/10/1989,4.5,22.3,21.4,9.7,25.2,78.4,3.1
05/10/1989,4.0,25.3,19.8,2.9,24.6,73.3,2.3
06/10/1989,11.2,26.9,25.2,5.9,23.4,78.1,1.6
07/10/1989,0.0,32.2,13.4,5.8,26.7,59.3,1.8
08/10/1989,0.0,29.6,16.4,7.5,19.0,84.0,3.2
09/10/1989,8.6,21.2,16.8,6.3,25.8,84.7,1.8
10/10/1989,0.0,18.6,14.1,17.0,21.9,72.0,0.0
11/10/1989,0.0,34.9,17.6,9.2,15.1,51.6,2.6
12/10/1989,3.8,16.1,18.0,11.1,22.0,68.1,3.6
13/10/1989,2.8,22.5,18.0,7.1,17.4,80.7,3.0
14/10/1989,0.0,28.8,14.1,0.0,12.2,66.4,2.2
15/10/1989,5.4,34.5,14.6,7.8,12.2,100.0,0.0
16/10/1989,13.2,24.0,12.9,10.3,14.9,83.4,2.0
17/10/1989,0.0,25.3,12.0,11.5,27.2,81.2,1.9
18/10/1989,16.2,20.1,15.4,5.8,6.3,81.8,0.0
19/10/1989,0.0,25.9,23.0,0.4,18.3,64.5,0.0
20/10/1989,24.4,18.6,25.5,4.9,22.3,77.0,0.0
21/10/1989,0.0,20.8,22.0,0.3,18.9,54.1,2.8
22/10/1989,5.2,29.5,13.4,11.1,17.9,52.6,1.9
23/10/1989,0.0,22.7,17.6,7.8,15.6,73.2,2.6
24/10/1989,3.2,30.4,5.8,4.0,26.8,74.4,4.4
25/10/1989,6.0,24.3,14.9,8.9,17.4,86.7,1.5
26/10/1989,2.9,17.3,13.8,11.8,13.6,63.5,0.6
27/10/1989,0.0,31.8,24.7,9.1,17.2,76.2,3.3
28/10/1989,0.0,17.6,16.9,13.9,20.9,70.3,1.7
29/10/1989,14.8,21.7,15.9,2.5,15.8,58.1,3.2
30/10/1989,4.1,24.0,15.3,9.9,21.6,71.9,2.8
31/10/1989,18.8,30.9,14.3,0.3,19.4,65.4,0.6
01/11/1989,0.0,22.1,18.2,13.5,21.4,68.5,1.2
02/11/1989,0.0,19.8,12.5,8.9,26.5,71.6,0.8
03/11/1989,11.7,26.1,18.3,4.5,10.8,99.9,2.3
04/11/1989,0.0,23.9,22.6,1.5,17.5,84.3,4.4
05/11/1989,0.0,22.5,16.2,3.9,15.2,87.1,2.6
06/11/1989,14.5,26.4,14.1,5.0,16.0,81.3,3.1
07/11/1989,0.0,18.3,15.3,6.9,20.2,76.8,4.9
08/11/1989,0.0,15.3,21.5,6.0,19.5,86.7,3.1
09/11/1989,22.0,37.3,16.3,3.5,11.3,73.2,0.5
10/11/1989,0.0,25.7,12.7,10.6,13.7,59.4,0.5
11/11/1989,5.6,26.1,19.6,0.0,25.0,74.8,0.8
12/11/1989,4.4,20.7,12.2,8.3,12.9,75.2,0.9
13/11/1989,0.0,30.3,14.5,6.8,23.0,100.0,0.0
14/11/1989,1.1,22.1,16.8,6.0,10.1,86.5,1.9
15/11/1989,8.1,9.2,11.8,8.5,11.6,71.5,1.0
16/11/1989,7.2,21.9,7.0,3.4,22.1,74.1,4.0
17/11/1989,12.6,23.5,17.8,3.0,26.9,71.0,4.4
18/11/1989,0.0,24.2,5.1,4.9,24.3,67.5,1.8
19/11/1989,10.7,24.0,11.2,3.9,17.0,82.5,1.2
20/11/1989,0.0,21.4,19.4,5.1,15.9,51.2,0.6
21/11/1989,0.0,20.9,17.7,8.9,21.7,75.5,1.9
22/11/1989,0.0,23.4,14.9,6.5,11.6,66.6,4.2
23/11/1989,0.0,15.7,11.3,6.1,21.8,56.9,3.2
24/11/1989,13.6,14.0,13.6,6.9,16.9,55.4,3.7
25/11/1989,0.0,25.7,18.5,4.7,27.6,80.5,2.9
26/11/1989,6.4,25.8,15.0,9.6,21.0,94.9,2.1
27/11/1989,1.2,30.2,9.7,8.2,18.7,61.5,3.7
28/11/1989,2.8,23.7,11.4,6.0,20.7,85.4,0.0
29/11/1989,17.1,18.3,13.6,1.6,17.8,72.0,0.2
30/11/1989,0.0,14.1,17.4,11.2,22.0,72.0,1.9
01/12/1989,9.7,20.0,16.2,8.6,15.3,79.8,1.8
02/12/1989,4.1,27.5,9.6,8.3,24.9,72.7,2.9
03/12/1989,2.3,33.4,22.2,12.7,17.8,80.1,0.3
04/12/1989,26.2,25.4,12.1,8.8,23.7,88.1,2.9
05/12/1989,0.0,18.2,17.8,5.8,23.3,77.8,0.8
06/12/1989,16.4,20.1,11.1,4.0,20.3,77.2,1.6
07/12/1989,10.2,20.3,27.7,3.9,23.0,86.5,5.3
08/12/1989,0.0,22.8,22.1,7.1,17.4,72.2,2.1
09/12/1989,19.7,31.5,11.9,9.8,22.7,88.1,2.0
10/12/1989,0.0,32.0,16.1,9.9,11.7,94.4,2.4
11/12/1989,0.0,24.1,10.7,0.6,14.4,87.5,1.7
12/12/1989,0.0,26.2,13.9,9.7,18.7,80.9,4.6
13/12/1989,7.8,20.6,17.7,4.9,10.3,86.9,1.9
14/12/1989,0.0,15.4,19.8,3.7,20.0,70.6,2.7
15/12/1989,8.0,35.3,9.7,7.5,30.0,85.6,0.0
16/12/1989,1.9,11.9,12.0,9.1,16.1,73.7,1.6
17/12/1989,0.0,14.6,20.2,1.2,19.8,72.8,3.9
18/12/1989,7.6,35.4,22.1,6.9,14.9,71.4,0.0
19/12/1989,1.1,25.2,11.9,0.0,24.9,90.5,0.3
20/12/1989,0.0,18.7,20.3,9.1,18.5,89.8,3.8
21/12/1989,31.1,29.0,9.7,1.6,19.5,90.3,2.7
22/12/1989,0.0,29.5,14.2,6.8,18.6,81.0,2.2
23/12/1989,0.0,17.5,10.1,4.6,18.3,52.9,2.5
24/12/1989,0.0,22.1,13.7,3.8,13.6,45.2,0.9
25/12/1989,0.0,30.1,24.9,0.0,20.5,79.8,0.0
26/12/1989,11.8,20.5,15.4,0.5,18.3,73.5,0.7
27/12/1989,6.9,26.7,14.3,5.7,12.3,58.4,0.0
28/12/1989,7.7,33.3,12.9,2.4,10.6,78.4,2.2
29/12/1989,0.1,11.5,14.2,4.8,18.8,71.7,2.4
30/12/1989,1.0,23.2,11.7,2.9,18.1,92.0,2.4
31/12/1989,0.1,26.6,16.3,4.9,13.1,75.8,0.0
01/01/1990,3.0,14.9,15.5,1.3,23.6,70.9,3.9
02/01/1990,11.9,22.1,13.4,4.1,17.0,61.3,2.0
03/01/1990,7.0,31.1,13.0,5.0,22.3,76.7,1.3
04/01/1990,8.6,21.1,16.5,6.1,15.5,85.4,0.7
05/01/1990,8.6,16.7,12.1,0.0,17.7,74.1,3.7
06/01/1990,12.4,31.6,14.5,6.2,16.6,84.8,2.9
07/01/1990,6.6,27.7,13.5,1.6,17.7,76.1,0.7
08/01/1990,7.3,24.7,5.0,0.6,20.7,84.8,3.5
09/01/1990,15.4,24.6,19.8,10.9,18.2,76.7,0.0
10/01/1990,0.0,31.0,6.8,8.9,22.7,60.7,2.4
11/01/1990,0.0,26.8,7.1,8.2,13.9,89.8,5.5
12/01/1990,0.0,28.8,20.0,5.2,16.0,87.4,1.0
13/01/1990,5.5,21.2,10.3,3.7,21.3,88.4,0.0
14/01/1990,0.0,14.2,5.6,11.9,24.0,100.0,4.7
15/01/1990,8.3,28.7,22.1,6.6,20.0,75.1,4.0
16/01/1990,2.7,31.4,12.6,2.5,23.2,75.5,2.0
17/01/1990,14.8,23.8,21.5,2.1,15.2,74.5,3.2
18/01/1990,0.0,30.2,11.2,7.2,17.2,69.9,0.5
19/01/1990,1.8,23.2,7.7,4.6,22.4,82.3,4.4
20/01/1990,14.7,24.6,14.1,10.1,17.8,72.8,2.6
21/01/1990,17.3,35.1,9.8,6.3,17.3,92.2,2.6
22/01/1990,0.0,23.5,17.6,1.3,17.7,76.8,1.5
23/01/1990,5.5,23.1,18.9,13.4,13.7,82.6,3.9
24/01/1990,6.6,14.5,20.2,2.0,14.4,81.1,3.0
25/01/1990,7.4,29.1,14.2,1.2,16.2,82.7,4.0
26/01/1990,1.2,21.1,22.3,5.7,26.6,66.1,2.0
27/01/1990,16.3,26.0,11.2,7.9,17.5,90.3,1.2
28/01/1990,0.0,23.3,16.3,2.5,17.9,81.6,2.8
29/01/1990,0.0,22.6,15.0,8.8,22.8,81.9,3.2
30/01/1990,8.1,24.5,25.2,4.1,19.6,81.4,4.1
31/01/1990,8.2,24.9,21.5,15.7,17.2,50.2,2.2
01/02/1990,17.0,31.8,15.8,7.3,19.2,77.4,2.5
02/02/1990,15.5,33.8,16.6,1.7,15.1,77.2,1.6
03/02/1990,1.0,28.8,23.1,3.2,13.7,79.1,2.3
04/02/1990,16.5,32.4,12.0,8.0,24.3,87.4,3.7
05/02/1990,0.0,30.0,5.8,2.8,21.1,86.3,0.0
06/02/1990,12.9,28.0,11.0,5.7,10.1,87.1,1.1
07/02/1990,21.4,33.4,13.7,13.8,23.5,65.6,0.0
08/02/1990,15.6,17.7,22.2,8.5,18.6,77.6,2.1
09/02/1990,4.8,21.2,20.7,8.4,18.3,59.0,2.7
10/02/1990,0.5,20.4,15.4,13.8,24.1,77.1,0.0
11/02/1990,0.0,23.4,17.9,3.0,14.8,63.9,0.0
12/02/1990,6.8,29.0,12.2,6.0,19.9,73.3,2.3
13/02/1990,0.0,18.8,25.8,4.8,26.6,85.1,0.0
14/02/1990,0.0,28.0,21.5,3.6,18.1,99.7,2.5
15/02/1990,0.0,21.8,15.9,5.0,17.5,65.7,2.9
16/02/1990,0.0,23.1,15.3,4.2,27.6,79.0,2.7
17/02/1990,3.5,26.3,19.1,3.4,16.9,75.7,1.0
18/02/1990,6.4,34.7,15.4,4.9,23.0,71.1,4.1
19/02/1990,0.0,21.1,6.8,3.4,13.3,79.4,2.8
20/02/1990,14.2,24.7,23.1,7.3,23.5,79.6,2.0
21/02/1990,1.7,19.0,21.3,2.3,16.9,77.2,1.0
22/02/1990,0.0,21.0,17.5,10.0,24.1,61.1,3.8
23/02/1990,6.0,18.9,13.6,8.9,16.9,76.6,3.5
24/02/1990,22.9,26.5,15.7,7.8,22.2,83.2,3.3
25/02/1990,7.0,27.6,2.9,4.2,10.2,58.2,0.1
26/02/1990,0.2,29.1,10.3,6.2,19.0,68.1,1.9
27/02/1990,0.0,20.8,24.2,5.5,20.0,66.1,1.4
28/02/1990,1.6,28.0,18.2,6.1,14.8,74.3,2.0
01/03/1990,6.1,25.8,6.2,0.7,19.8,84.7,3.2
02/03/1990,0.0,24.8,11.7,6.4,32.7,73.9,5.4
03/03/1990,0.0,18.0,6.3,7.3,14.6,92.2,0.7
04/03/1990,0.0,26.0,11.9,11.7,21.8,79.7,0.0
05/03/1990,18.0,26.2,14.9,2.1,16.7,77.0,2.2
06/03/1990,17.8,25.7,23.4,1.3,25.5,76.7,3.5
07/03/1990,0.0,27.4,19.5,9.9,20.9,56.5,2.7
08/03/1990,10.3,29.1,14.2,0.1,17.1,75.0,1.3
09/03/1990,0.0,18.9,14.4,11.8,20.2,80.7,0.0
10/03/1990,17.5,23.9,11.8,10.7,27.9,96.7,4.9
11/03/1990,6.2,28.1,20.9,8.3,17.2,65.9,0.0
12/03/1990,13.0,23.6,21.5,0.0,24.0,90.3,5.5
13/03/1990,0.0,30.6,9.2,5.4,14.3,83.0,2.5
14/03/1990,10.4,25.6,7.3,5.8,21.6,69.7,0.0
15/03/1990,3.7,14.0,14.1,7.2,19.1,69.6,1.0
16/03/1990,12.1,29.9,14.7,8.2,25.4,90.8,4.2
17/03/1990,12.7,24.5,16.9,3.1,19.3,82.1,0.0
18/03/1990,4.4,15.0,7.6,10.2,25.8,87.1,0.0
19/03/1990,0.0,23.7,12.2,8.1,15.7,72.2,0.0
20/03/1990,11.4,17.9,15.3,8.0,13.7,65.4,3.5
21/03/1990,3.2,29.4,11.9,5.1,14.9,45.2,1.3
22/03/1990,0.0,24.9,19.8,7.5,21.9,62.7,2.6
23/03/1990,0.0,19.9,24.7,0.0,14.3,68.8,0.4
24/03/1990,0.0,29.8,13.1,7.6,8.7,85.2,4.5
25/03/1990,0.0,27.7,20.0,12.6,17.9,64.9,1.1
26/03/1990,14.5,23.8,13.9,9.1,20.4,58.1,1.8
27/03/1990,5.5,18.0,11.2,8.6,17.4,69.9,2.0
28/03/1990,0.0,20.3,12.2,9.1,14.0,70.4,3.6
29/03/1990,11.6,20.2,19.4,10.8,25.3,76.3,3.6
30/03/1990,0.0,29.4,12.6,5.2,23.6,100.0,2.2
31/03/1990,4.7,15.5,13.5,9.9,21.3,79.8,4.6
01/04/1990,2.0,24.9,10.1,7.8,26.0,78.1,3.6
02/04/1990,11.4,23.7,18.7,6.3,15.2,80.6,1.0
03/04/1990,0.0,31.0,17.9,11.3,18.6,100.0,0.8
04/04/1990,0.0,26.5,22.7,3.3,25.3,56.9,1.1
05/04/1990,0.0,28.2,18.5,3.5,20.4,89.8,0.7
06/04/1990,1.2,22.1,17.7,0.0,27.9,85.6,0.8
07/04/1990,15.6,18.1,18.5,2.4,11.0,59.9,1.9
08/04/1990,0.0,23.3,14.4,4.3,10.7,68.5,0.6
09/04/1990,0.0,29.6,16.2,5.8,17.2,66.1,0.0
10/04/1990,12.3,29.6,20.2,7.8,22.4,60.4,1.6
11/04/1990,14.2,22.7,11.7,9.5,23.1,70.4,3.2
12/04/1990,2.9,20.2,23.9,0.8,18.4,61.5,3.3
13/04/1990,10.4,19.1,18.7,6.5,24.6,82.2,5.8
14/04/1990,0.0,24.3,25.4,2.1,21.6,92.1,0.5
15/04/1990,17.2,25.9,10.0,0.8,19.9,67.6,0.0
16/04/1990,24.8,33.5,10.0,7.3,26.1,63.3,2.9
17/04/1990,8.9,25.8,17.5,6.4,19.9,89.0,1.6
18/04/1990,0.0,28.6,16.3,8.0,16.0,63.1,2.8
19/04/1990,0.0,20.7,13.4,8.3,18.5,58.8,2.6
20/04/1990,9.7,25.4,9.5,4.1,14.6,68.8,4.5
21/04/1990,0.0,25.9,14.4,10.3,18.6,84.4,0.3
22/04/1990,16.2,24.3,16.7,2.4,15.6,78.8,2.5
23/04/1990,9.5,25.0,9.3,1.9,13.1,88.2,1.3
24/04/1990,0.0,25.9,13.7,7.6,17.2,64.8,0.0
25/04/1990,4.1,27.9,17.5,6.9,12.2,86.4,3.4
26/04/1990,0.0,31.8,19.5,2.8,23.3,73.9,4.5
27/04/1990,2.0,12.2,14.3,2.7,22.7,55.8,2.6
28/04/1990,0.0,31.5,11.8,7.5,24.6,91.3,3.7
29/04/1990,15.2,15.4,16.2,7.0,17.0,77.2,0.1
30/04/1990,24.4,26.9,14.7,1.9,21.8,92.0,2.5
01/05/1990,0.0,38.6,8.6,3.5,14.0,89.7,2.2
02/05/1990,0.0,24.9,13.5,2.4,16.8,87.8,2.4
03/05/1990,1.4,26.2,12.8,0.0,24.6,100.0,0.3
04/05/1990,0.0,23.4,15.8,11.4,25.3,63.9,4.3
05/05/1990,4.2,28.9,12.1,7.0,20.2,99.4,4.5
06/05/1990,11.1,27.2,13.0,10.6,22.9,73.7,2.1
07/05/1990,18.4,21.3,14.8,4.8,18.5,86.3,2.8
08/05/1990,5.7,24.5,18.7,2.2,24.5,77.6,1.9
09/05/1990,1.9,18.7,16.1,2.6,15.1,86.5,0.0
10/05/1990,0.0,24.5,28.6,2.6,20.2,75.1,0.1
11/05/1990,4.0,22.7,9.5,4.0,25.4,93.8,5.8
12/05/1990,4.5,25.9,20.1,0.0,17.1,85.1,0.5
13/05/1990,10.0,21.1,15.3,4.5,19.5,63.7,0.3
14/05/1990,0.0,23.9,8.9,3.8,21.7,81.1,1.6
15/05/1990,0.0,25.2,13.8,9.5,24.2,83.6,4.9
16/05/1990,0.0,25.6,8.3,8.1,16.0,84.2,0.3
17/05/1990,0.0,26.7,16.1,4.5,21.4,65.8,6.0
18/05/1990,0.0,24.1,14.2,7.9,24.4,73.4,4.2
19/05/1990,0.0,20.6,12.3,1.7,24.4,79.6,0.2
20/05/1990,7.0,25.6,10.5,1.0,19.4,74.0,3.9
21/05/1990,0.0,24.1,20.6,5.6,17.9,98.7,0.5
22/05/1990,0.0,31.0,14.9,6.4,19.5,74.8,0.9
23/05/1990,0.0,31.7,16.7,5.5,16.1,66.1,2.6
24/05/1990,0.0,17.3,16.5,11.4,22.2,75.0,3.7
25/05/1990,18.5,28.7,16.2,8.7,20.2,59.4,2.0
26/05/1990,0.0,29.8,14.1,10.1,7.6,77.3,1.8
27/05/1990,0.0,17.4,23.0,3.8,21.4,66.0,1.1
28/05/1990,0.0,28.4,26.5,7.3,17.2,67.1,2.3
29/05/1990,13.3,30.2,22.7,1.9,20.4,83.6,2.3
30/05/1990,5.2,19.7,15.8,3.1,27.0,56.2,2.5
31/05/1990,0.0,23.8,15.4,7.3,15.1,72.7,3.6
01/06/1990,0.0,26.2,20.9,2.5,17.7,90.0,0.8
02/06/1990,20.2,28.4,12.0,2.9,18.5,64.4,3.0
03/06/1990,3.0,19.5,23.9,7.7,13.2,75.7,2.3
04/06/1990,2.0,31.7,19.5,3.0,20.1,97.4,2.6
05/06/1990,0.0,13.5,14.3,9.8,21.7,89.6,4.7
06/06/1990,0.0,32.7,17.0,5.2,17.7,71.7,1.9
